ts,o,h,l,c,v
2025-12-16T14:51:00Z,204.89,204.98,204.26,204.45,46665
2025-12-16T14:52:00Z,204.45,204.65,204.10,204.14,49225
2025-12-16T14:53:00Z,204.14,204.41,204.06,204.38,49310
2025-12-16T14:54:00Z,204.38,204.54,204.29,204.49,18987
2025-12-16T14:55:00Z,204.49,204.71,204.29,204.55,38876
2025-12-16T14:56:00Z,204.55,204.62,204.20,204.34,28758
2025-12-16T14:57:00Z,204.34,204.46,203.88,203.94,21924
2025-12-16T14:58:00Z,203.94,204.04,203.50,203.67,40116
2025-12-16T14:59:00Z,203.67,203.96,203.55,203.87,15954
2025-12-16T15:00:00Z,203.87,204.05,203.40,203.58,14154
2025-12-16T15:01:00Z,203.58,204.10,203.48,203.97,16208
2025-12-16T15:02:00Z,203.97,204.50,203.81,204.41,43203
2025-12-16T15:03:00Z,204.41,204.89,204.22,204.72,37855
2025-12-16T15:04:00Z,204.72,204.86,204.70,204.71,16478
2025-12-16T15:05:00Z,204.71,204.82,204.31,204.32,35448
2025-12-16T15:06:00Z,204.32,204.56,204.23,204.44,34151
2025-12-16T15:07:00Z,204.44,204.52,203.92,204.02,6885
2025-12-16T15:08:00Z,204.02,204.49,203.98,204.39,41181
2025-12-16T15:09:00Z,204.39,204.48,204.08,204.17,1509
2025-12-16T15:10:00Z,204.17,204.31,203.84,203.91,17752
2025-12-16T15:11:00Z,203.91,204.19,203.71,204.06,35903
2025-12-16T15:12:00Z,204.06,204.22,203.53,203.58,37669
2025-12-16T15:13:00Z,203.58,203.59,203.50,203.59,29457
2025-12-16T15:14:00Z,203.59,204.16,203.52,204.01,20425
2025-12-16T15:15:00Z,204.01,204.07,203.50,203.65,17624
2025-12-16T15:16:00Z,203.65,204.17,203.46,204.12,20589
2025-12-16T15:17:00Z,204.12,204.47,204.01,204.41,34248
2025-12-16T15:18:00Z,204.41,204.56,204.33,204.33,30880
2025-12-16T15:19:00Z,204.33,204.71,204.19,204.61,49010
2025-12-16T15:20:00Z,204.61,204.98,204.58,204.83,3838
2025-12-16T15:21:00Z,204.83,204.93,204.56,204.62,28971
2025-12-16T15:22:00Z,204.62,205.14,204.43,204.97,1439
2025-12-16T15:23:00Z,204.97,205.56,204.90,205.41,21406
2025-12-16T15:24:00Z,205.41,205.74,205.21,205.67,39082
2025-12-16T15:25:00Z,205.67,206.05,205.57,205.98,24437
2025-12-16T15:26:00Z,205.98,206.08,205.64,205.65,20226
2025-12-16T15:27:00Z,205.65,205.82,205.32,205.48,26536
2025-12-16T15:28:00Z,205.48,205.59,205.05,205.13,21707
2025-12-16T15:29:00Z,205.13,205.28,204.74,204.92,13319
2025-12-16T15:30:00Z,204.92,205.11,204.81,204.86,26588
2025-12-16T15:31:00Z,204.86,205.00,204.84,204.92,14760
2025-12-16T15:32:00Z,204.92,205.11,204.51,204.55,30461
2025-12-16T15:33:00Z,204.55,204.65,204.44,204.57,17107
2025-12-16T15:34:00Z,204.57,204.65,204.19,204.31,31818
2025-12-16T15:35:00Z,204.31,204.43,204.19,204.22,24698
2025-12-16T15:36:00Z,204.22,204.32,203.93,203.96,43418
2025-12-16T15:37:00Z,203.96,204.43,203.88,204.26,29832
2025-12-16T15:38:00Z,204.26,204.48,204.20,204.48,37681
2025-12-16T15:39:00Z,204.48,204.58,204.25,204.41,8682
2025-12-16T15:40:00Z,204.41,204.64,204.22,204.64,14790
2025-12-16T15:41:00Z,204.64,205.21,204.47,205.04,41335
2025-12-16T15:42:00Z,205.04,205.73,205.00,205.53,33781
2025-12-16T15:43:00Z,205.53,205.55,205.28,205.34,23207
2025-12-16T15:44:00Z,205.34,205.65,205.17,205.52,26781
2025-12-16T15:45:00Z,205.52,205.57,205.14,205.28,22502
2025-12-16T15:46:00Z,205.28,205.42,205.04,205.22,44696
2025-12-16T15:47:00Z,205.22,205.31,204.67,204.80,30779
2025-12-16T15:48:00Z,204.80,204.94,204.39,204.42,8906
2025-12-16T15:49:00Z,204.42,204.45,203.97,204.15,10921
2025-12-16T15:50:00Z,204.15,204.25,204.02,204.17,35771
2025-12-16T15:51:00Z,204.17,204.62,204.02,204.53,28782
2025-12-16T15:52:00Z,204.53,204.64,204.48,204.55,37286
2025-12-16T15:53:00Z,204.55,204.69,204.01,204.15,29944
2025-12-16T15:54:00Z,204.15,204.23,203.67,203.87,25489
2025-12-16T15:55:00Z,203.87,204.11,203.86,203.98,26396
2025-12-16T15:56:00Z,203.98,204.36,203.97,204.32,34809
2025-12-16T15:57:00Z,204.32,204.48,204.24,204.45,38817
2025-12-16T15:58:00Z,204.45,204.54,204.12,204.13,19130
2025-12-16T15:59:00Z,204.13,204.49,204.00,204.46,25174
2025-12-16T16:00:00Z,204.46,204.61,204.02,204.17,49305
2025-12-16T16:01:00Z,204.17,204.23,203.67,203.80,1470
2025-12-16T16:02:00Z,203.80,203.85,203.33,203.53,20849
2025-12-16T16:03:00Z,203.53,203.72,203.35,203.69,39631
2025-12-16T16:04:00Z,203.69,203.74,203.48,203.61,18315
2025-12-16T16:05:00Z,203.61,204.09,203.53,204.01,22304
2025-12-16T16:06:00Z,204.01,204.12,203.56,203.76,25328
2025-12-16T16:07:00Z,203.76,203.87,203.61,203.69,7205
2025-12-16T16:08:00Z,203.69,204.23,203.68,204.12,25654
2025-12-16T16:09:00Z,204.12,204.13,203.62,203.78,35684
2025-12-16T16:10:00Z,203.78,204.26,203.59,204.23,41113
2025-12-16T16:11:00Z,204.23,204.31,204.08,204.22,32435
2025-12-16T16:12:00Z,204.22,204.48,204.04,204.48,12119
2025-12-16T16:13:00Z,204.48,204.63,204.32,204.41,49013
2025-12-16T16:14:00Z,204.41,205.00,204.28,204.84,9563
2025-12-16T16:15:00Z,204.84,205.16,204.84,204.99,27510
2025-12-16T16:16:00Z,204.99,205.20,204.86,205.19,42243
2025-12-16T16:17:00Z,205.19,205.25,204.68,204.73,40174
2025-12-16T16:18:00Z,204.73,204.78,204.35,204.44,33160
2025-12-16T16:19:00Z,204.44,204.93,204.38,204.82,25548
2025-12-16T16:20:00Z,204.82,204.89,204.40,204.60,37398
2025-12-16T16:21:00Z,204.60,204.70,204.42,204.57,20554
2025-12-16T16:22:00Z,204.57,204.59,204.17,204.35,2819
2025-12-16T16:23:00Z,204.35,204.53,204.05,204.20,19716
2025-12-16T16:24:00Z,204.20,204.20,204.02,204.14,21243
2025-12-16T16:25:00Z,204.14,204.65,204.04,204.52,36180
2025-12-16T16:26:00Z,204.52,204.55,204.08,204.10,39301
2025-12-16T16:27:00Z,204.10,204.29,203.83,203.85,19230
2025-12-16T16:28:00Z,203.85,204.45,203.81,204.34,23088
2025-12-16T16:29:00Z,204.34,204.55,204.29,204.47,12538
2025-12-16T16:30:00Z,204.47,204.97,204.44,204.78,36465
2025-12-16T16:31:00Z,204.78,205.00,204.68,204.86,36980
2025-12-16T16:32:00Z,204.86,204.93,204.31,204.38,46579
2025-12-16T16:33:00Z,204.38,204.42,204.15,204.17,3480
2025-12-16T16:34:00Z,204.17,204.33,204.11,204.19,23418
2025-12-16T16:35:00Z,204.19,204.63,204.10,204.54,37000
2025-12-16T16:36:00Z,204.54,204.70,204.06,204.11,3749
2025-12-16T16:37:00Z,204.11,204.13,204.00,204.06,26843
2025-12-16T16:38:00Z,204.06,204.19,203.57,203.59,16215
2025-12-16T16:39:00Z,203.59,203.82,203.52,203.70,1146
2025-12-16T16:40:00Z,203.70,204.03,203.55,203.89,47009
2025-12-16T16:41:00Z,203.89,204.25,203.86,204.06,30615
2025-12-16T16:42:00Z,204.06,204.62,203.98,204.53,25083
2025-12-16T16:43:00Z,204.53,204.61,204.09,204.23,33641
2025-12-16T16:44:00Z,204.23,204.65,204.09,204.58,24529
2025-12-16T16:45:00Z,204.58,204.74,204.14,204.22,45722
2025-12-16T16:46:00Z,204.22,204.35,203.87,204.02,36067
2025-12-16T16:47:00Z,204.02,204.09,203.69,203.77,8095
2025-12-16T16:48:00Z,203.77,204.18,203.61,204.11,46893
2025-12-16T16:49:00Z,204.11,204.64,204.01,204.52,28527
2025-12-16T16:50:00Z,204.52,204.58,204.40,204.57,15639
2025-12-16T16:51:00Z,204.57,204.73,204.54,204.64,11619
2025-12-16T16:52:00Z,204.64,204.71,204.53,204.69,47751
2025-12-16T16:53:00Z,204.69,205.05,204.57,205.01,40332
2025-12-16T16:54:00Z,205.01,205.16,204.55,204.67,35116
2025-12-16T16:55:00Z,204.67,204.68,204.33,204.38,42911
2025-12-16T16:56:00Z,204.38,204.57,204.22,204.40,20753
2025-12-16T16:57:00Z,204.40,204.67,204.35,204.50,17076
2025-12-16T16:58:00Z,204.50,204.68,204.25,204.27,42935
2025-12-16T16:59:00Z,204.27,204.56,204.24,204.56,20562
2025-12-16T17:00:00Z,204.56,205.08,204.53,204.93,19509
2025-12-16T17:01:00Z,204.93,204.98,204.32,204.43,20270
2025-12-16T17:02:00Z,204.43,204.62,204.13,204.33,44761
2025-12-16T17:03:00Z,204.33,204.45,204.30,204.40,29501
2025-12-16T17:04:00Z,204.40,204.93,204.27,204.79,7465
2025-12-16T17:05:00Z,204.79,204.97,204.71,204.95,39912
2025-12-16T17:06:00Z,204.95,205.24,204.85,205.12,41615
2025-12-16T17:07:00Z,205.12,205.14,204.53,204.67,34508
2025-12-16T17:08:00Z,204.67,204.98,204.53,204.81,20654
2025-12-16T17:09:00Z,204.81,204.95,204.28,204.47,24730
2025-12-16T17:10:00Z,204.47,204.66,204.17,204.36,13089
2025-12-16T17:11:00Z,204.36,204.45,204.00,204.09,46417
2025-12-16T17:12:00Z,204.09,204.30,204.03,204.15,14707
2025-12-16T17:13:00Z,204.15,204.68,204.12,204.61,17065
2025-12-16T17:14:00Z,204.61,204.76,204.13,204.29,44192
2025-12-16T17:15:00Z,204.29,204.39,204.12,204.24,30966
2025-12-16T17:16:00Z,204.24,204.41,204.13,204.15,6975
2025-12-16T17:17:00Z,204.15,204.23,204.04,204.14,34358
2025-12-16T17:18:00Z,204.14,204.57,203.95,204.56,12712
2025-12-16T17:19:00Z,204.56,204.61,204.41,204.55,43876
2025-12-16T17:20:00Z,204.55,204.65,204.33,204.42,49983
2025-12-16T17:21:00Z,204.42,204.60,203.97,204.09,41194
2025-12-16T17:22:00Z,204.09,204.57,203.93,204.45,46197
2025-12-16T17:23:00Z,204.45,204.63,204.40,204.52,19679
2025-12-16T17:24:00Z,204.52,204.68,204.19,204.32,39998
2025-12-16T17:25:00Z,204.32,204.37,203.88,204.07,2716
2025-12-16T17:26:00Z,204.07,204.41,203.95,204.41,35934
2025-12-16T17:27:00Z,204.41,204.52,204.34,204.47,33885
2025-12-16T17:28:00Z,204.47,204.47,203.98,204.16,42815
2025-12-16T17:29:00Z,204.16,204.50,204.05,204.46,5284
2025-12-16T17:30:00Z,204.46,204.55,204.02,204.04,34517
2025-12-16T17:31:00Z,204.04,204.09,203.64,203.82,30776
2025-12-16T17:32:00Z,203.82,204.18,203.76,203.98,3871
2025-12-16T17:33:00Z,203.98,204.12,203.78,203.84,16914
2025-12-16T17:34:00Z,203.84,203.91,203.77,203.85,37819
2025-12-16T17:35:00Z,203.85,204.21,203.71,204.09,29640
2025-12-16T17:36:00Z,204.09,204.55,204.00,204.44,12109
2025-12-16T17:37:00Z,204.44,204.88,204.25,204.86,42357
2025-12-16T17:38:00Z,204.86,205.05,204.49,204.68,11445
2025-12-16T17:39:00Z,204.68,204.82,204.53,204.66,21030
2025-12-16T17:40:00Z,204.66,204.79,204.29,204.48,40571
2025-12-16T17:41:00Z,204.48,204.53,204.04,204.20,30849
2025-12-16T17:42:00Z,204.20,204.78,204.12,204.67,24760
2025-12-16T17:43:00Z,204.67,204.69,204.24,204.25,41640
2025-12-16T17:44:00Z,204.25,204.36,204.08,204.26,30964
2025-12-16T17:45:00Z,204.26,204.33,203.66,203.82,20885
2025-12-16T17:46:00Z,203.82,204.31,203.76,204.18,8430
2025-12-16T17:47:00Z,204.18,204.35,204.07,204.16,43513
2025-12-16T17:48:00Z,204.16,204.42,204.02,204.36,6226
2025-12-16T17:49:00Z,204.36,204.39,204.15,204.27,9877
2025-12-16T17:50:00Z,204.27,204.43,203.70,203.84,25907
2025-12-16T17:51:00Z,203.84,204.22,203.71,204.13,9270
2025-12-16T17:52:00Z,204.13,204.17,203.75,203.87,9272
2025-12-16T17:53:00Z,203.87,203.97,203.39,203.41,8069
2025-12-16T17:54:00Z,203.41,203.76,203.23,203.66,38074
2025-12-16T17:55:00Z,203.66,203.78,203.11,203.22,6821
2025-12-16T17:56:00Z,203.22,203.67,203.15,203.58,3176
2025-12-16T17:57:00Z,203.58,204.10,203.43,203.93,49116
2025-12-16T17:58:00Z,203.93,203.95,203.51,203.58,24019
2025-12-16T17:59:00Z,203.58,203.77,203.38,203.44,37203
2025-12-16T18:00:00Z,203.44,203.62,203.21,203.27,48322
2025-12-16T18:01:00Z,203.27,203.40,202.94,203.08,1367
2025-12-16T18:02:00Z,203.08,203.22,202.68,202.76,28483
2025-12-16T18:03:00Z,202.76,202.89,202.29,202.30,6924
2025-12-16T18:04:00Z,202.30,202.93,202.26,202.75,17796
2025-12-16T18:05:00Z,202.75,203.11,202.56,202.98,42365
2025-12-16T18:06:00Z,202.98,203.06,202.47,202.54,43798
2025-12-16T18:07:00Z,202.54,202.58,202.14,202.17,31918
2025-12-16T18:08:00Z,202.17,202.31,202.08,202.15,23603
2025-12-16T18:09:00Z,202.15,202.53,202.14,202.40,41426
2025-12-16T18:10:00Z,202.40,202.55,202.24,202.31,7936
2025-12-16T18:11:00Z,202.31,202.59,202.19,202.44,42619
2025-12-16T18:12:00Z,202.44,202.48,202.18,202.23,33649
2025-12-16T18:13:00Z,202.23,202.36,201.99,202.09,25382
2025-12-16T18:14:00Z,202.09,202.64,202.07,202.50,42370
2025-12-16T18:15:00Z,202.50,202.91,202.47,202.91,38241
2025-12-16T18:16:00Z,202.91,203.13,202.84,203.07,21319
2025-12-16T18:17:00Z,203.07,203.09,202.83,203.02,34397
2025-12-16T18:18:00Z,203.02,203.13,202.93,202.98,23350
2025-12-16T18:19:00Z,202.98,203.18,202.77,202.77,6664
2025-12-16T18:20:00Z,202.77,202.78,202.16,202.29,27184
2025-12-16T18:21:00Z,202.29,202.86,202.24,202.75,19200
2025-12-16T18:22:00Z,202.75,202.89,202.61,202.74,26684
2025-12-16T18:23:00Z,202.74,203.13,202.54,202.99,33166
2025-12-16T18:24:00Z,202.99,203.24,202.96,203.13,2494
2025-12-16T18:25:00Z,203.13,203.33,202.75,202.80,37870
2025-12-16T18:26:00Z,202.80,202.99,202.46,202.59,45094
2025-12-16T18:27:00Z,202.59,202.70,202.51,202.70,32912
2025-12-16T18:28:00Z,202.70,202.93,202.56,202.75,4249
2025-12-16T18:29:00Z,202.75,202.78,202.31,202.31,34152
2025-12-16T18:30:00Z,202.31,202.46,201.99,202.04,30702
2025-12-16T18:31:00Z,202.04,202.12,201.57,201.59,43625
2025-12-16T18:32:00Z,201.59,201.72,201.07,201.22,49079
2025-12-16T18:33:00Z,201.22,201.66,201.21,201.54,34838
2025-12-16T18:34:00Z,201.54,201.88,201.38,201.84,8029
2025-12-16T18:35:00Z,201.84,202.00,201.35,201.38,18699
2025-12-16T18:36:00Z,201.38,201.82,201.33,201.67,43008
2025-12-16T18:37:00Z,201.67,201.68,201.52,201.61,27592
2025-12-16T18:38:00Z,201.61,201.74,201.24,201.29,3128
2025-12-16T18:39:00Z,201.29,201.60,201.22,201.47,15224
2025-12-16T18:40:00Z,201.47,201.89,201.28,201.77,7434
2025-12-16T18:41:00Z,201.77,201.90,201.51,201.63,44634
2025-12-16T18:42:00Z,201.63,201.78,201.48,201.72,22024
2025-12-16T18:43:00Z,201.72,201.81,201.52,201.74,43325
2025-12-16T18:44:00Z,201.74,202.20,201.74,202.04,1275
2025-12-16T18:45:00Z,202.04,202.39,201.86,202.29,25010
2025-12-16T18:46:00Z,202.29,202.42,202.18,202.37,4456
2025-12-16T18:47:00Z,202.37,202.39,201.94,202.03,4893
2025-12-16T18:48:00Z,202.03,202.39,201.94,202.21,11898
2025-12-16T18:49:00Z,202.21,202.30,202.14,202.20,4340
2025-12-16T18:50:00Z,202.20,202.40,202.00,202.22,47773
2025-12-16T18:51:00Z,202.22,202.81,202.22,202.67,6224
2025-12-16T18:52:00Z,202.67,202.71,202.32,202.47,40299
2025-12-16T18:53:00Z,202.47,202.61,202.37,202.59,15118
2025-12-16T18:54:00Z,202.59,202.89,202.52,202.83,49823
2025-12-16T18:55:00Z,202.83,203.42,202.69,203.28,25341
2025-12-16T18:56:00Z,203.28,203.37,203.11,203.21,4100
2025-12-16T18:57:00Z,203.21,203.37,203.06,203.23,5991
2025-12-16T18:58:00Z,203.23,203.45,203.10,203.29,41085
2025-12-16T18:59:00Z,203.29,203.74,203.25,203.59,48122
2025-12-16T19:00:00Z,203.59,203.71,203.44,203.51,31297
2025-12-16T19:01:00Z,203.51,203.89,203.40,203.80,8041
2025-12-16T19:02:00Z,203.80,203.84,203.66,203.67,20609
2025-12-16T19:03:00Z,203.67,204.16,203.59,204.07,1136
2025-12-16T19:04:00Z,204.07,204.51,203.96,204.43,44157
2025-12-16T19:05:00Z,204.43,204.58,204.06,204.15,38069
2025-12-16T19:06:00Z,204.15,204.65,203.97,204.47,8621
2025-12-16T19:07:00Z,204.47,205.04,204.42,204.87,12790
2025-12-16T19:08:00Z,204.87,205.05,204.69,204.86,41275
2025-12-16T19:09:00Z,204.86,204.92,204.76,204.79,14292
2025-12-16T19:10:00Z,204.79,204.80,204.33,204.34,42750
2025-12-16T19:11:00Z,204.34,204.47,204.03,204.04,4353
2025-12-16T19:12:00Z,204.04,204.24,203.94,204.12,30400
2025-12-16T19:13:00Z,204.12,204.62,204.00,204.46,34582
2025-12-16T19:14:00Z,204.46,204.46,204.39,204.41,13088
2025-12-16T19:15:00Z,204.41,204.58,204.32,204.46,36363
2025-12-16T19:16:00Z,204.46,204.77,204.31,204.72,27760
2025-12-16T19:17:00Z,204.72,204.80,204.33,204.50,42208
2025-12-16T19:18:00Z,204.50,204.54,204.10,204.18,26193
2025-12-16T19:19:00Z,204.18,204.23,204.03,204.05,38877
2025-12-16T19:20:00Z,204.05,204.54,203.91,204.41,15143
2025-12-16T19:21:00Z,204.41,204.78,204.29,204.69,36652
2025-12-16T19:22:00Z,204.69,205.01,204.58,204.93,29644
2025-12-16T19:23:00Z,204.93,205.48,204.85,205.41,25255
2025-12-16T19:24:00Z,205.41,205.58,205.05,205.19,8709
2025-12-16T19:25:00Z,205.19,205.56,205.14,205.41,1661
2025-12-16T19:26:00Z,205.41,205.90,205.33,205.79,10109
2025-12-16T19:27:00Z,205.79,205.90,205.45,205.59,20738
2025-12-16T19:28:00Z,205.59,205.78,205.48,205.72,42751
2025-12-16T19:29:00Z,205.72,205.86,205.64,205.73,49536
2025-12-16T19:30:00Z,205.73,206.12,205.71,205.92,9949
2025-12-16T19:31:00Z,205.92,206.45,205.75,206.30,36359
2025-12-16T19:32:00Z,206.30,206.88,206.21,206.71,28022
2025-12-16T19:33:00Z,206.71,206.76,206.37,206.49,18401
2025-12-16T19:34:00Z,206.49,206.84,206.48,206.79,37178
2025-12-16T19:35:00Z,206.79,206.84,206.24,206.33,5920
2025-12-16T19:36:00Z,206.33,206.62,206.30,206.51,22363
2025-12-16T19:37:00Z,206.51,206.57,206.16,206.34,13187
2025-12-16T19:38:00Z,206.34,206.53,205.97,206.13,28367
2025-12-16T19:39:00Z,206.13,206.33,206.04,206.18,23180
2025-12-16T19:40:00Z,206.18,206.27,205.98,206.04,11903
2025-12-16T19:41:00Z,206.04,206.18,206.00,206.14,28048
2025-12-16T19:42:00Z,206.14,206.33,206.12,206.15,23282
2025-12-16T19:43:00Z,206.15,206.36,206.10,206.27,23836
2025-12-16T19:44:00Z,206.27,206.68,206.20,206.60,42315
2025-12-16T19:45:00Z,206.60,206.74,206.39,206.44,17761
2025-12-16T19:46:00Z,206.44,206.81,206.31,206.68,30830
2025-12-16T19:47:00Z,206.68,206.93,206.49,206.73,18077
2025-12-16T19:48:00Z,206.73,206.79,206.63,206.71,48466
2025-12-16T19:49:00Z,206.71,206.81,206.52,206.67,15926
2025-12-16T19:50:00Z,206.67,206.69,206.08,206.17,16308
2025-12-16T19:51:00Z,206.17,206.39,205.99,206.22,30312
2025-12-16T19:52:00Z,206.22,206.25,205.83,205.87,20854
2025-12-16T19:53:00Z,205.87,206.52,205.86,206.37,24818
2025-12-16T19:54:00Z,206.37,206.56,205.75,205.91,48674
2025-12-16T19:55:00Z,205.91,206.22,205.82,206.14,5083
2025-12-16T19:56:00Z,206.14,206.30,205.94,206.28,10780
2025-12-16T19:57:00Z,206.28,206.55,206.14,206.51,35103
2025-12-16T19:58:00Z,206.51,206.56,206.11,206.19,24559
2025-12-16T19:59:00Z,206.19,206.77,206.07,206.67,19259
2025-12-16T20:00:00Z,206.67,207.28,206.58,207.16,1487
2025-12-16T20:01:00Z,207.16,207.21,206.80,206.82,2836
2025-12-16T20:02:00Z,206.82,206.94,206.62,206.82,6437
2025-12-16T20:03:00Z,206.82,206.84,206.72,206.83,34981
2025-12-16T20:04:00Z,206.83,206.89,206.53,206.61,35205
2025-12-16T20:05:00Z,206.61,206.80,206.46,206.74,46859
2025-12-16T20:06:00Z,206.74,206.76,206.45,206.64,11741
2025-12-16T20:07:00Z,206.64,207.01,206.50,206.88,43792
2025-12-16T20:08:00Z,206.88,207.13,206.87,206.96,8094
2025-12-16T20:09:00Z,206.96,207.11,206.42,206.58,29652
2025-12-16T20:10:00Z,206.58,206.60,206.07,206.16,33879
2025-12-16T20:11:00Z,206.16,206.53,206.00,206.34,22567
2025-12-16T20:12:00Z,206.34,206.48,206.30,206.36,15005
2025-12-16T20:13:00Z,206.36,206.42,205.90,205.99,48332
2025-12-16T20:14:00Z,205.99,206.05,205.51,205.59,36140
2025-12-16T20:15:00Z,205.59,206.01,205.51,205.99,10146
2025-12-16T20:16:00Z,205.99,206.12,205.43,205.53,34184
2025-12-16T20:17:00Z,205.53,205.68,205.37,205.57,15864
2025-12-16T20:18:00Z,205.57,205.61,205.43,205.48,46992
2025-12-16T20:19:00Z,205.48,205.64,205.32,205.41,33754
2025-12-16T20:20:00Z,205.41,205.72,205.25,205.63,1106
2025-12-16T20:21:00Z,205.63,205.65,205.07,205.21,27023
2025-12-16T20:22:00Z,205.21,205.36,205.08,205.14,45288
2025-12-16T20:23:00Z,205.14,205.42,205.05,205.35,46492
2025-12-16T20:24:00Z,205.35,205.61,205.20,205.60,1067
2025-12-16T20:25:00Z,205.60,205.78,205.20,205.35,44797
2025-12-16T20:26:00Z,205.35,205.66,205.30,205.66,42469
2025-12-16T20:27:00Z,205.66,205.72,205.66,205.66,18982
2025-12-16T20:28:00Z,205.66,205.76,205.52,205.74,6465
2025-12-16T20:29:00Z,205.74,206.18,205.63,206.05,28983
2025-12-16T20:30:00Z,206.05,206.22,205.63,205.79,39298
2025-12-16T20:31:00Z,205.79,205.83,205.51,205.57,29652
2025-12-16T20:32:00Z,205.57,205.72,205.45,205.67,24638
2025-12-16T20:33:00Z,205.67,206.00,205.54,205.91,31998
2025-12-16T20:34:00Z,205.91,206.10,205.67,205.83,38489
2025-12-16T20:35:00Z,205.83,206.15,205.65,206.10,18941
2025-12-16T20:36:00Z,206.10,206.41,205.96,206.38,14666
2025-12-16T20:37:00Z,206.38,206.66,206.28,206.62,12454
2025-12-16T20:38:00Z,206.62,207.21,206.61,207.05,30560
2025-12-16T20:39:00Z,207.05,207.32,206.87,207.14,12317
2025-12-16T20:40:00Z,207.14,207.27,206.50,206.67,39693
2025-12-16T20:41:00Z,206.67,207.00,206.63,206.88,32817
2025-12-16T20:42:00Z,206.88,207.38,206.76,207.20,28802
2025-12-16T20:43:00Z,207.20,207.63,207.07,207.53,36350
2025-12-16T20:44:00Z,207.53,208.06,207.43,208.00,46210
2025-12-16T20:45:00Z,208.00,208.04,207.55,207.59,44161
2025-12-16T20:46:00Z,207.59,208.00,207.43,207.82,45161
2025-12-16T20:47:00Z,207.82,207.92,207.29,207.42,20339
2025-12-16T20:48:00Z,207.42,207.59,207.02,207.15,15485
2025-12-16T20:49:00Z,207.15,207.34,206.55,206.66,22784
2025-12-16T20:50:00Z,206.66,206.71,206.50,206.51,49150
2025-12-16T20:51:00Z,206.51,206.88,206.39,206.85,32405
2025-12-16T20:52:00Z,206.85,207.18,206.82,207.12,48408
2025-12-16T20:53:00Z,207.12,207.14,206.67,206.81,30484
2025-12-16T20:54:00Z,206.81,207.41,206.70,207.23,4226
2025-12-16T20:55:00Z,207.23,207.40,206.71,206.75,29414
2025-12-16T20:56:00Z,206.75,207.16,206.74,207.11,44659
2025-12-16T20:57:00Z,207.11,207.15,206.72,206.74,23651
2025-12-16T20:58:00Z,206.74,206.74,206.40,206.50,32258
2025-12-16T20:59:00Z,206.50,206.60,206.38,206.59,32590
2025-12-17T14:30:00Z,206.59,206.68,206.23,206.41,1541
2025-12-17T14:31:00Z,206.41,206.45,205.89,206.02,18633
2025-12-17T14:32:00Z,206.02,206.08,205.77,205.88,29995
2025-12-17T14:33:00Z,205.88,205.95,205.84,205.88,3276
2025-12-17T14:34:00Z,205.88,206.46,205.80,206.30,41089
2025-12-17T14:35:00Z,206.30,206.30,206.19,206.19,33436
2025-12-17T14:36:00Z,206.19,206.36,205.71,205.78,25876
2025-12-17T14:37:00Z,205.78,205.98,205.73,205.89,10605
2025-12-17T14:38:00Z,205.89,205.94,205.52,205.63,23358
2025-12-17T14:39:00Z,205.63,205.81,205.41,205.47,26022
2025-12-17T14:40:00Z,205.47,205.62,205.33,205.37,5405
2025-12-17T14:41:00Z,205.37,205.84,205.26,205.78,24394
2025-12-17T14:42:00Z,205.78,206.28,205.75,206.18,23380
2025-12-17T14:43:00Z,206.18,206.20,205.70,205.73,30848
2025-12-17T14:44:00Z,205.73,205.86,205.48,205.59,44291
2025-12-17T14:45:00Z,205.59,206.10,205.41,205.93,2230
2025-12-17T14:46:00Z,205.93,206.00,205.89,205.95,4756
2025-12-17T14:47:00Z,205.95,206.02,205.34,205.52,49623
2025-12-17T14:48:00Z,205.52,205.99,205.42,205.97,10820
2025-12-17T14:49:00Z,205.97,206.18,205.87,206.17,35379
2025-12-17T14:50:00Z,206.17,206.60,205.98,206.59,30821
2025-12-17T14:51:00Z,206.59,207.21,206.52,207.07,2063
2025-12-17T14:52:00Z,207.07,207.19,206.97,207.01,38009
2025-12-17T14:53:00Z,207.01,207.02,206.84,207.02,33865
2025-12-17T14:54:00Z,207.02,207.30,206.92,207.20,35789
2025-12-17T14:55:00Z,207.20,207.61,207.01,207.51,9243
2025-12-17T14:56:00Z,207.51,207.66,207.05,207.09,41194
2025-12-17T14:57:00Z,207.09,207.61,206.93,207.46,35367
2025-12-17T14:58:00Z,207.46,207.65,207.28,207.32,47879
2025-12-17T14:59:00Z,207.32,207.96,207.30,207.77,4421
2025-12-17T15:00:00Z,207.77,207.77,207.31,207.43,11293
2025-12-17T15:01:00Z,207.43,207.81,207.41,207.80,18812
2025-12-17T15:02:00Z,207.80,208.44,207.70,208.28,25680
2025-12-17T15:03:00Z,208.28,208.56,208.23,208.54,15195
2025-12-17T15:04:00Z,208.54,209.03,208.50,208.95,36342
2025-12-17T15:05:00Z,208.95,209.10,208.74,208.89,9527
2025-12-17T15:06:00Z,208.89,209.34,208.84,209.28,2245
2025-12-17T15:07:00Z,209.28,209.63,209.08,209.44,13266
2025-12-17T15:08:00Z,209.44,209.45,209.13,209.19,20799
2025-12-17T15:09:00Z,209.19,209.79,209.08,209.62,12775
2025-12-17T15:10:00Z,209.62,210.23,209.52,210.03,43148
2025-12-17T15:11:00Z,210.03,210.39,209.88,210.37,4763
